Mes,Turno,No_Colada,GPO_CH,TCM,No_Cargas,C_Arrabio,C_Primeras,C_Segundas,C_Triturado,C_Retornos,Cumpl_CM,Cons_Chorreadura,Cons_Ri,Rendimiento_Teo,Altura_Banda,Tiempo_Caida_Banda,TPQB,Rendimiento_Real,ENERGÍA,CONSUMO_C,O2_INSTANTANEO,O2_TCM,CONSUMO_CAL_SIDER,CONSUMO_CAL_DOLOM,BALANCE_02_C,VAC_TO_VAC,COBERTURA_DE_ARCO,POWER_ON,AUXILIARES,DEMORAS,POTENCIA,FACTOR_O2,VELOCIDAD_DE_FUSIÓN,TIEMPO_VACIADO,REMANENTE_HF,ACERO_VACIADO,O2_VACIADA,TON_Hr_ACERO LIQUIDO,TEMPERATURA_VACIADO,MgO_ESCORIA,FeO_ESCORIA,CaO,SiO2,Al2O3,IB3,IB4,RESULTADO,coladas ,TEMPERATURA
Marzo,1,48562,5,163.1499939,Hibrida,0,63.37726019,23.9963224,10.29727245,2.329144959,40.13000629,8.213300644,34.93717438,91.86638063,0,27,148.7889,91.2,405.1486514,13.86454235,125,28.34814694,14.71038976,21.82041148,2.044650752,52.31666279,53.67474403,36.75,12.06666374,3.49999905,107.9183655,1.869658,4439.455616,0.5,75,145,1205,166.2950107,1667,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,30.28,48562,688
Marzo,1,48563,5,165.7799988,Hibrida,0,65.50850525,13.3309205,19.0493425,2.111231753,40.24142708,7.540113403,34.32259621,92.03184944,0,27,152.09532,91.75,479.551216,21.76981558,121,32.73615659,14.77862238,14.29605512,1.503740648,65.35000038,50.49504673,44.80000305,7.81666565,12.73333168,106.4732132,-0.653748,3700.446149,4.6,60,149,1055,136.8018355,1633,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,12.85,48563,680
Marzo,1,48564,5,169.2400055,Hibrida,0,31.25738596,36.83526353,23.57598676,8.331363744,65.25564329,7.799574569,18.61262113,90.13424722,0,27,152.09532,89.87,348.6173368,12.11888403,140,26.80808233,14.35830726,14.06286884,2.212091663,51.56666661,56.18719276,32.33333588,8.21666527,11.01666546,109.4845505,4.085807,5234.226562,4.6,71,147,891,171.0407242,1642,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,34.94,48564,797
Marzo,1,48565,5,160.4100037,Hibrida,0,0,69.62159466,22.39885294,7.979552397,87.25017933,7.742659435,0,88.00623403,0,21,148.7889,92.76,327.9097238,10.67265109,133,23.82644419,15.21102141,14.77463965,2.232476636,50.24999714,63.80218341,28.63333321,8.16666603,13.4499979,110.221199,5.466207,5602.212026,5,20,146,907,174.3283681,1642,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,75.73,48565,776
Marzo,2,48566,5,185.0200043,Hibrida,0,18.6466328,43.55204843,30.88314777,6.918171009,69.68010413,6.907361366,10.16106367,89.18473679,0,30,208.30446,112.58,369.6897547,15.94422188,152,30.34806978,13.18776318,12.80942571,1.903389831,51.08332157,71.25073446,36.86665726,8.59999847,5.61666584,111.3200913,2.914855,5018.627074,5,90,145,1007,170.3099903,1651,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,37.59,48566,817
Marzo,2,48567,3B,169.0500031,Hibrida,0,30.22774327,32.62939959,27.16947649,9.973380657,87.70675704,7.962141378,12.89559302,90.07323277,0,20,89.27334,52.81,343.0937531,11.51730237,153,28.1632648,14.07867469,15.3209107,2.445300462,48.83333302,68.25370121,31.08333588,8.06666565,9.68333149,111.9571152,4.08533,5438.605551,4.2,100,147,1017,180.6143356,1637,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,61.01,48567,810
Marzo,2,48568,3B,165.75,1,0,32.2775264,29.59276018,32.69984917,5.429864253,92.44877497,7.812971342,9.773755656,89.7852187,0,21,148.7889,89.77,398.7933635,20.48868778,149,32.3438914,16.77224736,14.78129713,1.578621908,43.46666622,56.65210773,35.75,6.21666622,1.5,110.9370575,1.835173,4636.363636,3.8,90,146,1074,201.5337444,1629,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,33.42,48568,836
Marzo,2,48569,3B,163.1799927,1,0,33.05552151,27.49724231,33.3190342,6.128201986,93.92491318,7.580585856,15.09988969,90.01752666,30,21,145.48248,89.15,367.0793154,14.02745497,138,27.46660253,16.85255622,15.01409554,1.958060288,48.38333665,44.2015544,32.25000381,14.78333282,1.35000002,111.441864,3.315688,5059.844136,4.5,88,146,857,181.0540696,1664,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,35.81,48569,911
Marzo,2,48570,3B,165.4299927,1,0,34.69745512,27.75191924,29.81321405,7.737411594,96.70661603,7.924802031,13.7822644,90.18400532,34,22,148.7889,89.94,367.527067,15.38415108,141,28.27177783,16.5024489,14.80989003,1.837721022,50.16667175,71.46930818,33.13333893,15.36666679,1.66666603,110.1005859,3.20542,4992.856079,3.7,88,145,827,173.4219093,1642,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,53.82,48570,802
Marzo,2,48571,3B,162.2899933,1,0,34.69098527,25.56534599,32.78082445,6.962844291,95.43013149,7.948733748,12.38523631,90.09131801,53,24,148.7889,91.68,351.8393146,16.77860689,131,25.25725657,16.82173956,15.09643294,1.505325009,51.40000343,65.68114973,31.20000458,5.48333263,14.71666622,109.8076859,4.209114,5201.601585,3.7,86,148,393,172.7626344,1621,11.26,28.87,32.24,11.64,6.8,1.7484,2.36,39.41,48571,840
Marzo,2,48572,3B,160.9700012,1,0,26.40243524,30.88774306,34.85121451,7.858607194,89.33942368,7.839970181,15.03385724,89.72951482,50,25,119.03112,73.95,375.2251944,12.90302531,134,27.43989542,17.20817531,15.22022726,2.12662494,41.7999959,59.24930292,32.91666412,5.43333292,3.44999886,110.0961838,3.022052,4890.228264,3.6,80,147,806,211.0048054,1623,10.53,30.48,31.71,10.37,5.68,1.9757,2.63,14.57,48572,925
Marzo,2,48573,5,162.5800018,1,0,0,63.00282938,29.89297577,7.104194858,90.63571956,7.971460204,0,88.3549022,53,24,178.54668,109.82,340.7553166,13.62406185,154,27.98622185,15.80760223,14.51593046,2.054176072,41.50000095,74.37053824,29.50000381,5.34999895,6.64999819,112.6779633,4.194731,5511.185791,3.6,77,147,675,212.5301156,1612,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,43,48573,867
Marzo,2,48574,5,161.5399933,1,0,0,56.47517643,34.74681194,8.778011638,95.63860447,7.830877801,0,88.26662127,63,27,152.09532,94.15,360.9013397,16.62127096,161,31.33589334,15.84746878,14.67128945,1.885288641,43.53333712,73.67656458,31.31667137,5.69999981,6.51666594,111.6977005,3.103427,5158.27469,3.9,77,148,761,203.9816055,1614,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,36.87,48574,887
Marzo,2,48575,5,160.8699951,Hibrida,0,11.93510288,60.58307951,25.26885062,2.212966992,56.65857224,8.491328402,0,88.2966992,66,24,155.40174,96.6,342.5125982,15.36022922,134,25.94641715,17.2188729,14.73239306,1.689194658,72.23333025,52.8285906,31.04999924,7.29999971,33.8833313,106.4734345,4.456777,5180.998359,4.1,75,148,682,122.9349383,1626,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,28.32,48575,841
Marzo,2,48576,5,165.5899963,1,0,0,62.54000845,29.03556978,8.424421765,91.5432258,7.440062806,0,88.22030316,53,25,152.09532,91.85,342.411989,10.74944163,132,23.98091725,15.64104147,14.3124588,2.230898876,44.8999939,72.60653686,29.91666222,5.13333321,9.84999847,113.7158585,4.826254,5535.042483,3.3,71,149,500,199.1091585,1622,9.82,42.1,27.42,8.02,6.44,1.8963,2.58,41.1,48576,704
Marzo,2,48577,5,167.4700012,Hibrida,0,0,75.75088075,21.50235863,2.746760614,72.44119236,6.353376724,0,87.86302024,58,23,148.7889,88.85,387.5320925,19.35271975,146,32.01170336,25.97480127,14.15178828,1.654119099,75.51666307,55.3663626,36.6333313,7.46666574,31.41666603,106.296608,2.206002,4571.51985,3.8,71,143,1192,113.6173084,1667,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,23.21,48577,779
Marzo,2,48578,5,164.5899963,Hibrida,0,0,67.31879215,24.86177775,7.819430099,88.67679002,7.776900176,0,88.09648217,46,25,185.15952,112.5,337.8091089,6.786560695,134,24.55191743,15.06774443,14.39941705,3.617726052,38.91666436,66.91763889,30.09999847,7.36666584,1.45000005,110.8305588,4.901486,5468.106469,3.5,71,147,1006,226.6381291,1658,9.38,41.7,26.35,6.92,5.4,2.1388,2.9,57.57,48578,583
Marzo,2,48579,5,164.1499939,1,0,0,56.09503503,35.10204082,8.802924155,95.90357771,7.602802315,0,88.29497411,42,25,72.74124,44.31,373.4389417,12.87237331,147,29.32074431,17.48400918,14.43801455,2.27780407,42.84999752,66.78782051,32.61666489,4.63333273,5.5999999,112.7644501,2.889116,5032.703204,2.8,81,141,1109,197.4329169,1658,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,34.12,48579,714
Marzo,1,48580,5,159.5200043,1,0,0,59.35305918,32.37838516,8.268555667,94.58787005,7.967652959,0,87.39725426,44,21,119.03112,74.62,351.6800307,12.98269775,144,26.71138344,16.17352013,14.85707082,2.057460164,89.74999714,75.12149929,29.58333397,8.19999981,51.96666336,113.7802963,3.985939,5392.22538,5,68,150,819,100.2785547,1648,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,54.97,48580,767
Marzo,1,48581,5,164.9400024,1,0,42.20322542,31.21134958,17.76403541,8.821389596,59.04698338,7.184430702,23.10537165,90.67867103,42,60,152.09532,92.21,450.4668298,17.77009795,125,30.89002016,16.67272923,14.85388604,1.738314568,110.049995,66.86927835,40.54999924,4.76666594,64.73332977,109.9383469,0.248726,4067.571037,3,79,147,839,80.14539214,1620,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,27.96,48581,630
Marzo,1,48582,3B,161.3099976,1,14.33265142,65.03006633,7.668464447,5.455334449,7.513483355,38.01535574,7.668464447,41.34895543,93.47752774,37,26,244.67508,151.68,404.1906948,17.92821303,125,27.78501065,16.79995066,15.25013971,1.549792531,43.9333334,61.89025822,35.65000153,4.53333282,3.74999905,109.7335129,1.942029,4524.824422,2.7,84,146,827,199.3930194,1621,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,12.46,48582,776
Marzo,1,48583,3B,127.9899979,Hibrida,0,0,63.51277444,23.98624893,12.50097664,56.32197878,8.789749199,0,88.37518556,36,28,91.5624,71.54,327.3693312,13.17290435,158,29.33823004,16.48566322,18.67333417,2.227164887,60.11666203,50.83327434,23.63333321,9.71666622,26.7666626,106.3751907,4.457687,5415.655791,5,85,148,1074,147.7127921,1663,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,63.52,48583,859
Marzo,1,48584,1A,171.9799957,Hibrida,13.14106291,42.09791836,19.73485289,17.11826957,7.907896267,44.71831786,0,35.70182579,92.84219095,43,18,207.54144,120.68,343.0631554,9.966275396,130,24.07256718,22.96778752,10.93150393,2.415402567,42.33333349,64.65952694,31.73333549,5.59999895,4.99999905,111.5546341,4.780829,5419.537312,2.6,48,148,934,209.7637788,1646,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,33.3,48584,538
Marzo,1,48585,1A,163.9199982,1,13.23816496,72.96242069,6.295754026,1.525134212,5.97852611,37.73176524,6.295754026,49.84138604,94.03282089,46,24,92.78336,56.6,469.7413425,22.6573941,132,35.06588619,22.08394363,15.06832618,1.547657512,71.83332824,85.67777778,43.23332977,20.26666641,8.33333206,106.8619995,-0.330558,3791.51916,5,51,148,833,123.6194983,1629,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,26.05,48585,657
Marzo,1,48586,1A,163.7799988,1,13.92111369,71.80363903,7.13151789,3.236048358,3.907681036,33.96586565,7.13151789,45.36573452,93.68262303,40,36,147.87348,90.29,429.8449171,19.12931996,122,29.99145217,22.59128115,15.08120661,1.567826365,57.28333568,77.20041797,39.96667099,6.78333282,10.53333187,105.688057,0.943771,4097.914455,5,58,146,1001,152.9240554,1648,8.78,37.89,26.87,9.88,3.8,1.9642,2.61,26.57,48586,568
Marzo,1,48587,1A,140.3200073,1,16.24857469,57.65393387,9.763397948,7.497149373,8.836944128,41.14872666,9.763397948,57.65393387,93.31784493,38,35,137.67443,98.11,476.0547072,18.06584854,95,25.74116171,26.2257683,17.60262166,1.424852071,107.8666639,68.89988975,37.89999771,8.19999981,61.76666641,105.751976,-0.695567,3702.375087,5,71,146,965,81.21137412,1733,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,5.23,48587,486
Marzo,1,48588,3B,186.4600067,3,12.30826987,69.88630269,6.918373914,9.49265258,1.394400944,24.81381989,6.918373914,52.07551217,93.48782581,0,0,149.55192,80.21,447.8172101,12.95183907,80,21.60785077,18.34173483,16.03561028,1.668322981,136.133337,32.34473244,49.88334274,22.54999733,63.69999695,100.4343338,0.478196,3737.921247,5,0,142,1209,62.5856986,1667,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,8.41,48588,672
Marzo,1,48589,3B,177.0299988,3,12.41597469,68.57594758,7.202169124,11.8059086,0,22.7536321,7.202169124,53.49375812,93.32723267,0,0,198.3852,112.06,444.5574227,11.04897483,94,24.36875123,17.79359443,16.88979281,2.205521472,64.29999495,51.65277525,45.86666489,11.66666508,6.76666498,102.950592,0.557787,3859.665821,5,24,144,837,134.3701505,1651,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,8.41,48589,696
Marzo,1,48590,1A,183.1199951,3,10.52315422,69.92682394,7.044560944,12.5054609,0,35.56793755,7.044560944,52.77959808,93.30318917,0,0,84.7462,46.28,439.6024582,10.768895,81,20.41830548,17.09261732,16.3280913,1.896044625,67.85000515,52.9297911,45.9666748,12.1333313,9.74999905,105.0761337,0.908378,3983.755534,5,26,144,764,127.3397103,1628,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,8.41,48590,774
Marzo,1,48591,1A,173.2400055,Hibrida,13.33410298,65.28515354,7.180789656,12.00646502,2.193488802,39.94709072,7.180789656,43.92749942,93.17317017,35,28,151.3325,87.35,397.1369073,16.79750582,157,34.1549285,22.74301475,10.85199689,2.033333333,53.70000076,55.93577778,37.56666946,8.63333225,7.49999905,109.8846359,1.786362,4611.534852,5,40,144,759,160.8938525,1639,8.84,43.3,30.83,6.9,3.72,2.903,3.74,9.13,48591,823
Marzo,1,48592,1A,170.4600067,1,14.02088467,73.48351519,0,3.754546521,8.74105362,59.98343529,0,43.93992726,94.86589229,34,32,147.89855,86.76,437.0526638,18.29168061,125,30.62888534,18.24474878,17.30611219,1.674470815,52.94999886,73.68864322,41.5,6.43333292,5.01666594,107.7108383,0.688805,4107.470041,4.7,55,145,1002,164.3059525,1620,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,20.19,48592,730
Marzo,1,48593,1A,164.5599976,1,14.70588235,66.2372387,7.207097715,5.347593583,6.502187652,42.9860196,7.207097715,46.30529898,93.63563442,38,29,147.517,89.64,433.884304,17.33106491,109,26.17282489,19.14195459,17.92659239,1.510168303,47.7833271,81.43855932,39.36666107,6.41666603,2,108.8230438,0.927133,4180.186815,4.6,81,144,891,180.8162078,1639,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,32.49,48593,726
Marzo,1,48594,1A,153.3600006,1,15.818988,66.28195097,8.607198748,2.119196661,7.172665623,39.32621001,8.607198748,54.28403756,93.74602243,42,24,147.517,96.19,418.6228465,19.92044854,164,39.743088,20.73552417,19.235785,1.995090016,76.78333187,59.22694476,37.03333282,6.24999905,33.5,104.0144119,0.994566,4141.134187,4.5,90,145,1046,113.3058411,1650,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,0,48594,856
Marzo,1,48595,1A,156.9100037,1,15.99643108,69.27538079,5.933337582,1.593270027,7.201580524,39.25434812,5.933337582,55.82818176,94.23159773,38,25,153.41768,97.77,418.0740454,17.39850829,113,26.99636671,20.26639428,18.86431668,1.551648352,87.51666164,70.99483726,37.23332977,6.44999981,43.83333206,105.7117386,1.484494,4214.235058,4.7,91,146,1105,100.0952257,1633,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,10.49,48595,768
Marzo,2,48596,1A,119.3099976,1,13.0751823,48.69667253,10.82893303,13.82951974,13.5696924,42.40183762,10.82893303,31.68217249,92.48093203,31,54,132.7653,111.28,492.8338044,23.96278651,111,31.38043816,48.69667353,25.22839713,1.309548793,70.61667347,64.7365,33.45000839,9.08333302,28.08333206,105.4708481,-1.105268,3566.815176,0.6,59,136,695,115.5534465,1651,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,19.01,48596,814
Marzo,2,48597,1A,204.2700043,1,11.21065257,71.13134577,6.535467763,6.413080726,4.709453175,40.62506003,6.535467763,59.28428061,93.84941499,38,30,146.7032,71.82,543.3984319,25.5397263,110,35.95731065,11.60229084,12.28765823,1.407897259,337.6499786,74.0370625,66.75,7.06666565,263.833313,99.77528381,-2.370823,3060.224783,3.9,130,147,946,26.12172533,1631,8.3,40.5,32.63,8.61,3.51,2.6922,3.38,4.84,48597,747
Marzo,2,48598,1A,160.2050018,1,14.60582985,57.86155671,8.619936334,10.11172836,8.800948755,45.00119748,8.619936334,48.06191873,93.15136383,36,28,146.7032,91.57,410.0995553,20.66726982,156,35.36094339,13.54514513,14.66870555,1.710963455,72.63332843,86.57824074,36.14999771,6.14999866,30.33333206,109.045639,1.358856,4431.673914,4.4,90,142,1124,117.3015224,1652,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,25.86,48598,795
Marzo,2,48599,1A,160.3600006,1,13.78149164,54.50236967,7.770017461,10.28934896,13.65677226,38.74846242,7.770017461,44.02594163,93.29309055,38,29,151.9426,94.75,366.051383,18.45223241,152,30.78697918,14.46744819,14.90396602,1.668469077,43.81666803,80.17548139,32.45000458,6.39999866,4.96666479,108.5362015,2.991479,4941.75587,3.9,90,144,646,197.1852354,1617,7.6,48.92,24.12,6.61,3.37,2.4168,3.18,44.66,48599,738
Marzo,2,48601,1A,158.3500061,1,11.68298074,59.86738238,8.051784023,11.05146827,9.346384591,45.9231652,8.051784023,46.28986422,93.16135144,71,25,151.9426,95.95,342.2797468,16.40037828,162,30.4136395,16.41932365,13.9564251,1.854447439,57.68332862,83.03765867,29.6499958,7.28333282,20.75,109.679596,3.809811,5340.641772,0.5,90,145,850,150.8234738,1627,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,63.64,48601,789
Marzo,2,48602,1A,155.3399963,1,13.64748294,56.58555427,8.909488863,10.17123729,10.68623664,41.95675961,8.909488863,42.55182181,93.02896871,73,28,144.0835,92.75,377.8807866,19.43478866,165,34.42770778,17.31685376,14.80623184,1.771447499,44.49999618,84.48685567,32.34999847,6.36666584,5.78333187,108.8717194,2.331529,4801.854828,5,100,144,688,194.15732,1626,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,19.67,48602,743
Marzo,2,48603,1A,162.4400024,1,11.41344496,56.20536814,8.557005664,13.42033982,10.40384142,46.8576892,8.557005664,44.69342526,92.92760404,67,27,149.3229,91.92,347.8207286,17.64343731,174,33.81556216,18.22211251,14.2206351,1.916608514,47.13333035,80.24172185,31.51666451,6.80000019,8.81666565,107.5621185,3.262677,5154.098791,5,100,145,667,184.5827557,1668,8.74,33.68,33.92,7.45,5.45,2.6295,3.31,27.65,48603,846
Marzo,1,48604,1A,156.8999939,1,10.13384321,60.86679414,8.413001912,9.815168897,10.77119184,42.42861796,8.413001912,49.07584449,93.26195029,75,31.1,144.0835,91.83,354.3658519,17.2402811,167,33.66475593,18.48311098,16.88973934,1.952680222,58.18333626,82.58796296,31.56667137,8.23333168,18.38333321,105.6810837,3.082872,4970.432012,4.9,131,138,759,142.3087869,1650,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,26.11,48604,817
Marzo,1,48605,1A,158.199997,1,14.66498104,65.80278129,6.321112516,5.372945638,7.83817952,42.19585892,6.321112516,50.82174463,93.8931732,64,26.08,144.0835,91.08,390.644761,19.83565146,165,36.05562649,18.58407115,16.75094849,1.817718292,69.39999962,78.54470158,34.41666794,6.78333282,28.19999886,107.7384796,1.872252,4596.609911,5,139,139,1351,120.1729113,1668,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,1.97,48605,819
Marzo,1,48606,1A,160.0399933,1,12.42189453,64.54636341,8.097975506,6.123469133,8.810297426,40.979161,8.097975506,50.0499875,93.57535616,57,30,146.7032,91.67,380.5298835,20.79480217,156,33.1979519,13.55911079,16.5583611,1.596454327,58.93332768,79.77894089,34.0166626,6.80000019,18.11666489,107.417923,2.338099,4704.752937,5,139,140,1088,142.5339503,1631,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,11.42,48606,800
Marzo,1,48607,1A,161.0500031,1,13.28779882,61.9062403,8.599813722,8.692952499,7.51319466,46.72485377,8.599813722,49.67401428,93.33312636,57,32,148.15303,91.99,368.2086239,17.37969542,151,30.93449181,18.13101487,16.45451692,1.779921401,47.34999991,74.41300505,32.98333359,6.5,7.86666632,107.872673,2.907478,4882.76913,4.7,150,144,1210,182.4709613,1654,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,27.53,48607,783
Marzo,1,48608,1A,159.1600037,1,12.41517969,56.76049259,8.419200804,12.79844182,9.606685097,47.22641836,8.419200804,42.34732345,93.05208595,51,20.5,154.53686,97.1,273.3098706,13.79115324,158,23.37270617,18.15782818,16.64991166,1.69476082,37.03333474,86.51678571,23.41666985,5.66666603,7.94999886,111.4590607,7.908375,6796.86756,3.9,102,144,847,233.3033215,1633,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,54.87,48608,756
Marzo,1,48609,1A,169.5800018,1,13.97570468,67.34284703,6.59275858,3.184337776,8.904351928,37.32052501,6.59275858,55.90281873,94.08208515,68,27.31,149.5518,88.19,350.8668437,19.0942326,151,29.29590722,17.39591914,15.62684262,1.53428042,40.91666245,80.06096939,32.71666336,6.73333311,1.46666598,109.1186752,3.662052,5183.291461,4.1,104,144,838,211.1609179,1631,9.23,32.89,32.24,8.63,6.23,2.1696,2.79,66.66,48609,769
Marzo,1,48610,1A,166.949997,1,9.883198562,65.94788859,7.577118898,9.763402216,6.828391734,50.15307612,7.577118898,52.17130878,93.47948488,60,29.5,152.04433,91.07,346.8104286,18.62833218,150,29.01467558,16.9511833,13.47708919,1.55755627,42.34999704,80.65455729,32.08333206,6.78333187,3.48333311,108.2805405,3.837353,5203.636475,4.2,111,146,1040,206.8477122,1682,8.11,34.07,32.06,7.66,6.77,2.2218,2.78,65.48,48610,700
Marzo,1,48611,1A,165.3899994,1,14.69254489,56.35165367,7.757421851,11.75403592,9.444343673,45.88140889,7.757421851,43.17068747,93.22341133,52,32,149.5518,90.42,365.802045,19.01566003,156,31.97895894,17.05060772,13.60420829,1.681717011,50.45000028,82.71945813,33.88333511,14.38333225,2.18333292,107.1322937,2.887772,4881.160572,4.4,118,140,1202,166.5014857,1670,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,40.73,48611,715
Marzo,1,48612,1A,163.5700073,1,13.81671456,65.17087485,6.69438161,7.88653176,6.431497218,46.14113594,6.69438161,51.29302439,93.68906279,51,26.5,146.24548,89.41,409.610546,20.34602831,160,37.37237713,17.36259628,13.75557804,1.836838942,49.35000515,82.09814004,38.13333893,6.30000019,4.91666603,105.4195633,1.298805,4289.422639,4.5,150,141,981,171.4285535,1608,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,22.72,48612,827
Marzo,1,48613,1A,160.9700012,1,14.10200659,59.14145493,8.610300056,9.504876685,8.641361744,44.75206575,8.610300056,45.1636951,93.22320929,0,27,150.61996,93.57,350.3758438,17.88532011,149,29.45269283,17.51879219,13.97775973,1.646752345,47.34999561,68.29632063,31.76666451,5.53333282,10.04999828,106.5267487,3.659229,5067.261663,3.7,140,147,830,186.2724566,1608,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,45.15,48613,785
Marzo,1,48614,1A,162.6499939,1,14.26375653,62.09652628,6.978173993,9.714110052,6.947433139,49.44774861,6.978173993,51.82908085,93.57331694,41,28,153.82464,94.57,381.1866113,19.22533119,153,33.39071751,17.33784264,13.83338509,1.736808443,44.18333065,69.78160377,35.31666565,7.08333206,1.78333294,105.332695,2.304933,4605.47424,4.5,144,142,813,192.832905,1616,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,4.23,48614,916
Marzo,1,48615,1A,156.4100037,Hibrida,6.713125759,69.30503165,8.759030753,12.60149607,2.621315773,43.03718851,8.759030753,50.50827952,92.99200818,47,25,144.2106,92.2,381.6891414,18.51543976,138,29.56332646,18.22134092,14.38526915,1.596685083,44.28332901,60.762875,33.44999695,6.58333206,4.25,107.0851975,2.586341,4675.934766,3.5,142,140,922,189.6876361,1628,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,23.24,48615,929
Marzo,1,48616,1A,155.1199951,Hibrida,15.98762249,57.82619907,8.522434244,13.7313048,3.932439402,45.49123493,8.522434244,40.74265085,92.79112945,42,23,150.61996,97.1,382.2846949,17.85714342,137,29.47395657,18.43733941,14.50489989,1.650541516,48.08333683,59.75075377,33.20000458,6.69999981,8.18333244,107.1686707,2.573977,4672.288365,3.3,134,144,1052,179.6880285,1609,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,45.33,48616,903
